"elevation","aspect","slope","horizontal_distance_to_hydrology","vertical_distance_to_hydrology","horizontal_distance_to_roadways","hillshade_9am","hillshade_noon","hillshade_3pm","horizontal_distance_to_fire_points","wilderness_area","soil_type","lodgepole_pine"
2708,355,11,30,5,1291,201,220,156,2396,"wilderness_area_3","soil_type_11","1"
2720,318,7,85,-4,1302,202,234,172,2331,"wilderness_area_3","soil_type_11","1"
3229,182,17,218,36,752,223,249,152,1121,"wilderness_area_1","soil_type_22","0"
2988,131,22,256,104,1559,250,221,87,1869,"wilderness_area_3","soil_type_32","1"
2977,119,24,247,93,1585,252,211,73,1847,"wilderness_area_3","soil_type_32","1"
3295,20,11,67,5,1972,212,217,140,1566,"wilderness_area_3","soil_type_38","0"
3209,50,23,268,103,2742,223,183,81,1560,"wilderness_area_3","soil_type_24","0"
3056,141,13,60,-4,3503,239,236,124,1231,"wilderness_area_3","soil_type_23","0"
3073,210,25,150,51,3170,192,254,186,1295,"wilderness_area_3","soil_type_33","1"
3081,66,11,815,6,1401,231,218,118,2649,"wilderness_area_3","soil_type_33","1"
2903,18,16,558,128,1376,206,205,133,2692,"wilderness_area_3","soil_type_33","1"
2839,24,11,361,60,1351,214,216,137,2753,"wilderness_area_3","soil_type_11","1"
3219,159,15,42,2,1101,235,242,133,1307,"wilderness_area_1","soil_type_23","0"
2807,289,32,60,39,2139,117,218,232,1492,"wilderness_area_3","soil_type_13","0"
2971,346,17,361,102,2448,185,211,163,1357,"wilderness_area_3","soil_type_13","1"
2974,3,18,300,95,2533,194,204,145,1332,"wilderness_area_3","soil_type_33","1"
2978,246,16,60,10,3252,186,251,201,1319,"wilderness_area_3","soil_type_13","0"
3152,274,13,306,5,2563,184,243,198,400,"wilderness_area_3","soil_type_23","0"
3169,265,16,300,22,2526,178,246,205,391,"wilderness_area_3","soil_type_32","0"
3263,347,9,840,-11,2116,202,225,161,655,"wilderness_area_3","soil_type_32","0"
3043,114,6,60,-7,3594,232,233,135,1260,"wilderness_area_3","soil_type_23","0"
3073,176,19,335,97,1827,226,247,144,2166,"wilderness_area_3","soil_type_33","1"
2752,0,9,424,72,1637,208,224,154,1948,"wilderness_area_3","soil_type_11","1"
3322,13,11,313,39,2030,209,217,144,1421,"wilderness_area_3","soil_type_31","0"
3065,163,28,242,52,2865,233,235,114,1450,"wilderness_area_3","soil_type_33","1"
3011,203,23,240,0,2108,201,253,176,1931,"wilderness_area_3","soil_type_23","1"
3015,204,10,42,0,1507,215,249,169,2455,"wilderness_area_3","soil_type_22","0"
2889,38,14,510,110,1332,219,208,120,2694,"wilderness_area_3","soil_type_33","1"
3016,136,19,297,111,1364,246,229,103,1790,"wilderness_area_3","soil_type_32","1"
2974,10,23,258,54,2751,190,188,129,1355,"wilderness_area_3","soil_type_33","1"
3329,9,12,351,46,2053,206,215,146,1421,"wilderness_area_3","soil_type_31","0"
3033,205,15,42,10,3202,210,253,174,1371,"wilderness_area_3","soil_type_33","1"
2981,148,22,210,55,2571,243,232,107,1622,"wilderness_area_3","soil_type_33","1"
3039,211,24,300,137,1959,193,254,186,2063,"wilderness_area_3","soil_type_23","1"
2895,40,16,537,116,1302,220,204,114,2666,"wilderness_area_3","soil_type_33","1"
2790,84,11,234,57,1213,235,222,117,2630,"wilderness_area_3","soil_type_11","1"
3190,182,11,153,11,731,223,248,156,1245,"wilderness_area_1","soil_type_22","0"
2951,160,25,162,54,1548,236,236,115,1909,"wilderness_area_3","soil_type_13","1"
3166,295,13,390,19,2598,182,236,194,301,"wilderness_area_3","soil_type_23","0"
3306,33,12,67,6,2033,218,214,131,1734,"wilderness_area_3","soil_type_38","0"
2979,142,21,180,6,2590,245,230,103,1631,"wilderness_area_3","soil_type_33","1"
3025,205,27,277,125,1947,193,252,179,2083,"wilderness_area_3","soil_type_23","1"
3024,155,22,190,48,1678,239,236,116,2316,"wilderness_area_3","soil_type_33","1"
2945,29,19,691,168,1245,210,195,115,2561,"wilderness_area_3","soil_type_33","1"
2927,36,15,631,148,1282,218,205,119,2592,"wilderness_area_3","soil_type_33","1"
2738,2,8,85,-4,1140,209,224,154,2310,"wilderness_area_3","soil_type_11","1"
3196,172,5,30,-2,924,223,242,154,1343,"wilderness_area_1","soil_type_23","0"
3367,13,5,655,98,2073,215,229,151,1218,"wilderness_area_3","soil_type_31","0"
3072,17,16,90,1,3524,205,205,133,1385,"wilderness_area_3","soil_type_31","0"
3017,164,22,212,41,1691,234,240,125,2310,"wilderness_area_3","soil_type_33","1"
2823,88,11,366,88,1195,237,221,114,2721,"wilderness_area_3","soil_type_11","1"
2767,51,6,201,42,1136,223,227,139,2483,"wilderness_area_3","soil_type_11","1"
2925,287,36,268,148,2391,101,212,239,1538,"wilderness_area_3","soil_type_13","0"
3351,1,13,417,64,2136,201,215,151,1456,"wilderness_area_3","soil_type_31","0"
3135,20,24,242,58,3237,196,182,114,1489,"wilderness_area_3","soil_type_31","0"
3126,22,23,212,54,3287,199,184,113,1471,"wilderness_area_3","soil_type_31","0"
3006,170,20,201,46,1677,230,244,135,2329,"wilderness_area_3","soil_type_33","1"
3036,283,18,85,19,1365,168,238,209,2603,"wilderness_area_3","soil_type_22","0"
2988,26,15,789,204,1146,212,206,128,2461,"wilderness_area_3","soil_type_33","1"
3179,184,9,90,5,677,222,247,157,1324,"wilderness_area_1","soil_type_23","0"
3210,274,9,524,63,2557,195,243,187,277,"wilderness_area_3","soil_type_23","0"
3279,335,5,677,4,2249,209,233,163,811,"wilderness_area_3","soil_type_22","0"
3381,223,9,234,32,1988,209,249,176,2259,"wilderness_area_3","soil_type_32","0"
2990,163,13,85,14,1557,232,243,140,2442,"wilderness_area_3","soil_type_33","1"
3043,52,15,957,224,1130,227,206,108,2400,"wilderness_area_3","soil_type_32","1"
2915,70,17,646,136,1184,236,205,94,2553,"wilderness_area_3","soil_type_11","1"
2881,107,11,524,135,1140,238,227,119,2711,"wilderness_area_3","soil_type_11","1"
2945,117,25,108,40,1552,253,208,67,1761,"wilderness_area_3","soil_type_13","1"
3144,264,7,592,-2,2877,202,244,181,376,"wilderness_area_3","soil_type_32","0"
3171,333,9,514,24,2731,200,229,168,201,"wilderness_area_3","soil_type_32","0"
3191,270,3,518,44,2646,212,240,166,190,"wilderness_area_3","soil_type_23","0"
2937,196,30,108,37,2012,199,248,165,2079,"wilderness_area_3","soil_type_33","1"
2935,59,15,698,156,1165,230,208,107,2505,"wilderness_area_3","soil_type_11","1"
2888,78,6,577,142,1110,227,230,137,2656,"wilderness_area_3","soil_type_11","1"
3008,75,15,242,82,1423,237,210,100,1595,"wilderness_area_3","soil_type_32","1"
2983,100,19,170,58,1485,248,210,82,1655,"wilderness_area_3","soil_type_13","1"
2938,119,24,85,26,1572,253,211,71,1740,"wilderness_area_3","soil_type_13","1"
2918,262,42,212,134,2402,88,221,249,1633,"wilderness_area_3","soil_type_13","0"
3348,311,16,864,120,2203,176,227,191,994,"wilderness_area_3","soil_type_32","0"
3359,327,7,845,131,2197,204,233,168,1024,"wilderness_area_3","soil_type_32","0"
3090,33,25,153,52,3454,207,178,95,1505,"wilderness_area_3","soil_type_31","0"
2917,90,0,30,-1,2287,219,237,155,1908,"wilderness_area_3","soil_type_33","1"
2900,41,15,674,121,1113,221,207,118,2529,"wilderness_area_3","soil_type_11","1"
3159,165,7,67,1,454,226,242,150,1383,"wilderness_area_1","soil_type_23","0"
2957,114,23,108,35,1549,252,209,71,1676,"wilderness_area_3","soil_type_13","1"
2892,14,9,42,11,1824,212,222,147,1950,"wilderness_area_3","soil_type_33","1"
3084,311,17,319,53,3141,172,226,193,671,"wilderness_area_3","soil_type_32","0"
3134,265,9,534,87,2962,198,244,185,408,"wilderness_area_3","soil_type_32","0"
3249,308,16,598,-25,2498,174,228,194,495,"wilderness_area_3","soil_type_32","0"
3001,116,9,0,0,2919,236,231,126,1632,"wilderness_area_3","soil_type_22","0"
2759,356,8,85,9,967,208,226,156,2094,"wilderness_area_3","soil_type_11","1"
3028,352,15,67,12,3137,192,212,157,1114,"wilderness_area_3","soil_type_32","0"
3083,273,12,277,52,3183,186,243,196,696,"wilderness_area_3","soil_type_32","0"
3320,15,9,108,2,2192,212,221,146,1959,"wilderness_area_3","soil_type_31","0"
2918,54,8,0,0,2213,225,223,131,1992,"wilderness_area_3","soil_type_16","1"
2935,70,15,769,156,1071,235,210,103,2430,"wilderness_area_3","soil_type_11","1"
2758,69,12,255,17,977,233,215,113,1964,"wilderness_area_3","soil_type_11","1"
3183,43,18,60,5,750,221,199,107,1492,"wilderness_area_1","soil_type_23","0"
3327,22,15,127,6,2221,210,208,131,1978,"wilderness_area_3","soil_type_31","0"
3148,169,6,42,0,360,225,243,152,1470,"wilderness_area_1","soil_type_23","0"
2905,22,21,108,4,1809,201,190,118,1824,"wilderness_area_3","soil_type_33","1"
2966,233,36,256,184,2563,140,244,222,1710,"wilderness_area_3","soil_type_13","0"
3043,33,16,67,21,3083,215,203,119,1080,"wilderness_area_3","soil_type_32","0"
3341,32,19,170,20,2259,212,194,111,1976,"wilderness_area_3","soil_type_31","0"
3154,45,8,0,0,451,223,223,135,1503,"wilderness_area_1","soil_type_23","0"
2977,210,34,295,188,2630,173,247,187,1725,"wilderness_area_3","soil_type_13","0"
3030,313,11,446,85,2854,189,231,182,1682,"wilderness_area_3","soil_type_32","0"
3157,0,13,335,103,3636,201,216,152,1652,"wilderness_area_3","soil_type_31","0"
3045,31,6,361,100,2894,219,228,145,1500,"wilderness_area_3","soil_type_32","0"
3341,345,17,484,66,2460,184,211,164,1052,"wilderness_area_3","soil_type_32","0"
3377,291,8,150,28,2223,197,239,181,2438,"wilderness_area_3","soil_type_38","0"
2790,68,19,30,0,2347,236,199,87,1895,"wilderness_area_3","soil_type_13","1"
3045,27,4,391,100,2865,218,230,149,1501,"wilderness_area_3","soil_type_32","0"
3035,193,5,30,7,3034,219,244,160,902,"wilderness_area_3","soil_type_23","0"
3335,333,19,418,60,2512,173,212,176,983,"wilderness_area_3","soil_type_32","0"
3169,22,19,365,131,3449,205,196,122,1712,"wilderness_area_3","soil_type_31","0"
2960,23,9,85,0,2442,215,221,142,1973,"wilderness_area_3","soil_type_22","0"
3299,16,12,391,107,1206,209,214,140,1798,"wilderness_area_1","soil_type_22","0"
3149,32,9,30,2,351,218,221,139,1590,"wilderness_area_1","soil_type_23","0"
2925,280,13,60,0,1742,184,241,196,1584,"wilderness_area_3","soil_type_23","1"
2952,351,27,190,30,1867,163,184,152,1731,"wilderness_area_3","soil_type_33","1"
3360,340,15,450,65,2510,186,216,168,1095,"wilderness_area_3","soil_type_32","0"
3380,302,12,120,18,2285,186,234,188,2448,"wilderness_area_3","soil_type_38","0"
3244,34,19,510,173,3458,214,194,109,1797,"wilderness_area_3","soil_type_31","0"
2969,345,30,201,47,1888,147,178,160,1714,"wilderness_area_3","soil_type_33","1"
3180,206,11,551,126,3012,213,250,171,192,"wilderness_area_3","soil_type_32","1"
3242,320,7,495,-8,2859,202,233,171,192,"wilderness_area_3","soil_type_32","1"
3187,44,22,134,37,485,219,186,91,1652,"wilderness_area_1","soil_type_22","0"
3220,223,15,497,-26,2928,199,253,188,124,"wilderness_area_3","soil_type_32","1"
3285,277,10,300,10,2685,194,242,188,641,"wilderness_area_3","soil_type_22","0"
3367,319,15,384,74,2576,180,225,185,1057,"wilderness_area_3","soil_type_32","0"
3390,345,12,516,98,2536,196,221,163,1194,"wilderness_area_3","soil_type_32","0"
2876,166,2,30,0,1718,221,239,155,2464,"wilderness_area_3","soil_type_16","1"
2875,155,4,42,1,1660,224,240,150,2505,"wilderness_area_3","soil_type_16","1"
3249,63,6,300,71,808,226,227,135,1732,"wilderness_area_1","soil_type_22","0"
2969,80,33,309,192,2197,242,163,24,1964,"wilderness_area_3","soil_type_13","1"
2988,3,20,300,67,2240,190,199,142,2192,"wilderness_area_3","soil_type_24","0"
3051,319,21,570,254,2634,161,216,193,1565,"wilderness_area_3","soil_type_33","0"
3437,350,4,541,42,2614,212,233,158,1782,"wilderness_area_3","soil_type_38","0"
3268,37,20,618,214,3622,215,192,105,1924,"wilderness_area_3","soil_type_31","0"
2999,5,20,297,34,2296,191,198,141,2188,"wilderness_area_3","soil_type_24","0"
2872,90,5,30,0,1672,227,232,139,2551,"wilderness_area_3","soil_type_16","1"
2870,190,5,85,4,1495,220,244,159,2673,"wilderness_area_3","soil_type_16","1"
3053,153,1,67,2,2894,220,238,155,720,"wilderness_area_3","soil_type_23","0"
3173,235,17,418,112,3115,188,253,199,180,"wilderness_area_3","soil_type_32","1"
3230,253,10,295,-20,2915,198,247,187,300,"wilderness_area_3","soil_type_23","1"
3253,92,7,240,-1,789,231,229,131,1842,"wilderness_area_1","soil_type_23","0"
2990,303,25,277,64,1940,143,219,212,1518,"wilderness_area_3","soil_type_33","1"
3182,234,11,376,-17,3074,202,250,185,30,"wilderness_area_3","soil_type_32","1"
3288,280,15,150,13,2819,178,241,202,661,"wilderness_area_3","soil_type_22","0"
3017,24,18,390,54,2200,207,198,122,2285,"wilderness_area_3","soil_type_24","0"
3100,324,22,661,303,2572,159,211,188,1470,"wilderness_area_3","soil_type_33","0"
3089,9,22,404,60,2687,189,189,131,1321,"wilderness_area_3","soil_type_33","0"
3071,231,12,242,15,2915,200,251,187,514,"wilderness_area_3","soil_type_13","0"
3080,234,20,247,24,2927,182,253,204,484,"wilderness_area_3","soil_type_13","1"
3439,139,18,524,70,2674,244,231,109,1674,"wilderness_area_3","soil_type_32","0"
3201,84,10,150,10,424,234,224,121,1860,"wilderness_area_1","soil_type_22","0"
2989,127,40,350,187,2249,249,182,20,1844,"wilderness_area_3","soil_type_13","1"
3118,107,24,342,102,3333,252,203,64,2018,"wilderness_area_3","soil_type_33","0"
2942,288,3,402,16,1857,211,239,166,1240,"wilderness_area_3","soil_type_23","1"
2951,294,11,379,25,1889,188,237,189,1291,"wilderness_area_3","soil_type_23","1"
3070,265,8,190,14,2873,199,244,184,495,"wilderness_area_3","soil_type_23","0"
3098,68,18,242,61,2642,236,200,89,1120,"wilderness_area_3","soil_type_33","0"
3110,253,25,247,42,2940,157,247,223,309,"wilderness_area_3","soil_type_13","1"
3236,200,11,134,-10,3031,216,250,167,390,"wilderness_area_3","soil_type_23","0"
2995,308,22,420,69,2006,153,220,204,1369,"wilderness_area_3","soil_type_33","1"
2841,97,22,85,37,2342,249,202,69,1639,"wilderness_area_3","soil_type_13","1"
3137,266,22,242,63,2943,159,243,220,277,"wilderness_area_3","soil_type_13","1"
3228,165,11,153,28,3116,230,244,144,277,"wilderness_area_3","soil_type_32","0"
3360,268,17,300,68,2854,174,244,208,1124,"wilderness_area_3","soil_type_23","0"
3009,315,6,30,2,2791,204,235,170,2197,"wilderness_area_3","soil_type_23","0"
3194,106,7,30,3,365,232,232,132,1980,"wilderness_area_1","soil_type_22","0"
3228,281,10,67,-18,3076,192,241,189,443,"wilderness_area_3","soil_type_23","0"
2991,322,33,484,65,2022,121,188,197,1289,"wilderness_area_3","soil_type_33","1"
3296,339,14,67,8,2977,190,219,168,874,"wilderness_area_3","soil_type_23","0"
3314,25,11,752,277,3649,215,217,138,2234,"wilderness_area_3","soil_type_32","0"
3042,81,13,433,149,2184,237,216,107,1499,"wilderness_area_3","soil_type_13","1"
2993,108,27,319,102,2260,253,198,54,1641,"wilderness_area_3","soil_type_13","1"
2941,97,15,234,93,2252,243,218,101,1756,"wilderness_area_3","soil_type_31","1"
3135,181,18,540,98,2446,223,248,151,1273,"wilderness_area_3","soil_type_13","1"
3119,156,10,390,82,2491,232,241,140,1302,"wilderness_area_3","soil_type_32","0"
3058,91,21,150,41,3210,247,202,75,2210,"wilderness_area_3","soil_type_33","1"
3034,320,16,127,27,2730,177,223,185,2300,"wilderness_area_3","soil_type_24","0"
2901,106,33,124,79,2220,254,182,29,1637,"wilderness_area_3","soil_type_13","1"
2839,326,19,150,49,2222,169,215,184,1410,"wilderness_area_3","soil_type_33","0"
3109,188,19,684,312,2334,218,250,158,1231,"wilderness_area_3","soil_type_13","1"
3119,173,24,600,82,2395,227,243,134,1236,"wilderness_area_3","soil_type_13","1"
3082,68,36,120,45,2518,230,144,15,1063,"wilderness_area_3","soil_type_33","0"
3266,275,11,60,9,3103,191,243,191,644,"wilderness_area_3","soil_type_23","0"
3093,114,25,192,68,3301,253,206,65,2230,"wilderness_area_3","soil_type_33","0"
3015,323,9,90,4,2881,197,231,173,2295,"wilderness_area_3","soil_type_23","0"
3066,30,15,457,196,1951,214,205,123,2639,"wilderness_area_3","soil_type_24","0"
3221,72,10,30,-2,541,231,221,122,2103,"wilderness_area_1","soil_type_22","0"
3041,320,33,573,110,2099,117,188,200,1254,"wilderness_area_3","soil_type_33","1"
3113,280,4,330,76,2442,208,240,170,1262,"wilderness_area_3","soil_type_32","0"
3253,39,10,60,2,750,221,219,132,2155,"wilderness_area_1","soil_type_38","0"
3213,74,10,85,-5,497,233,220,119,2131,"wilderness_area_1","soil_type_22","0"
2945,332,8,150,14,1935,201,230,168,834,"wilderness_area_3","soil_type_31","1"
2932,110,16,170,41,2162,245,221,100,1698,"wilderness_area_3","soil_type_31","1"
3044,248,30,618,247,2250,142,245,230,1180,"wilderness_area_3","soil_type_33","1"
3093,188,21,601,56,2340,217,250,158,1176,"wilderness_area_3","soil_type_13","1"
3106,210,9,421,69,2397,213,249,171,1208,"wilderness_area_3","soil_type_31","1"
3364,207,9,300,72,3042,214,248,169,1110,"wilderness_area_3","soil_type_32","0"
3245,135,32,458,208,3812,250,207,59,2300,"wilderness_area_3","soil_type_33","0"
3057,86,24,467,190,1894,246,192,62,2722,"wilderness_area_3","soil_type_33","0"
3272,52,6,30,1,1077,223,227,140,2259,"wilderness_area_1","soil_type_38","0"
3263,34,9,90,12,816,219,221,138,2195,"wilderness_area_1","soil_type_38","0"
2937,36,8,323,6,2029,220,222,138,981,"wilderness_area_3","soil_type_23","0"
2899,319,16,339,101,2147,176,224,187,1249,"wilderness_area_3","soil_type_33","0"
3051,339,14,30,14,2507,190,219,168,872,"wilderness_area_3","soil_type_23","0"
3098,23,17,624,222,2135,208,202,127,2630,"wilderness_area_3","soil_type_24","0"
2993,58,21,361,134,1717,230,192,86,2846,"wilderness_area_3","soil_type_24","0"
2847,279,16,120,43,2100,176,241,204,1357,"wilderness_area_3","soil_type_13","1"
3070,223,16,725,273,2220,198,253,188,1112,"wilderness_area_3","soil_type_13","1"
3192,245,12,42,5,2985,194,249,192,470,"wilderness_area_3","soil_type_32","0"
3122,145,29,255,77,3604,245,221,83,2342,"wilderness_area_3","soil_type_33","0"
3048,119,22,85,19,3275,251,215,80,2352,"wilderness_area_3","soil_type_33","0"
2942,293,7,180,21,1809,200,239,178,633,"wilderness_area_3","soil_type_31","1"
3037,232,32,598,117,2155,152,248,218,1216,"wilderness_area_3","soil_type_13","1"
3130,230,20,42,2,2797,186,254,200,454,"wilderness_area_3","soil_type_23","1"
3305,240,9,242,13,3189,203,248,182,927,"wilderness_area_3","soil_type_32","0"
2979,27,21,300,120,1574,206,189,111,2982,"wilderness_area_3","soil_type_24","0"
2964,313,10,218,43,1884,192,232,180,725,"wilderness_area_3","soil_type_31","1"
2868,292,24,153,64,2041,147,227,218,1273,"wilderness_area_3","soil_type_13","1"
3074,15,17,120,37,2423,202,201,133,916,"wilderness_area_3","soil_type_23","0"
3084,270,4,95,6,2564,208,241,171,658,"wilderness_area_3","soil_type_23","0"
3167,270,10,42,4,2881,194,244,189,495,"wilderness_area_3","soil_type_24","0"
2977,16,21,283,118,1489,198,192,125,3060,"wilderness_area_3","soil_type_24","0"
2969,21,22,255,110,1430,198,186,116,3097,"wilderness_area_3","soil_type_24","0"
3279,8,7,90,-1,1167,212,227,152,2391,"wilderness_area_1","soil_type_38","0"
3091,36,11,170,13,2496,219,216,131,743,"wilderness_area_3","soil_type_23","0"
3321,158,19,335,72,3183,237,240,125,1194,"wilderness_area_3","soil_type_32","1"
3134,306,18,376,124,2654,168,227,198,2555,"wilderness_area_3","soil_type_33","0"
3143,309,18,391,134,2624,169,226,196,2563,"wilderness_area_3","soil_type_33","0"
3058,63,18,573,189,1909,233,202,94,2850,"wilderness_area_3","soil_type_33","0"
2979,21,20,277,120,1436,203,193,121,3121,"wilderness_area_3","soil_type_24","0"
2973,279,25,510,163,2024,144,234,225,1053,"wilderness_area_3","soil_type_33","0"
3089,26,15,162,11,2497,212,206,128,722,"wilderness_area_3","soil_type_23","0"
3156,288,15,67,23,2797,178,238,200,543,"wilderness_area_3","soil_type_24","0"
3189,293,13,134,26,2893,184,237,193,579,"wilderness_area_3","soil_type_24","0"
3351,162,8,124,20,3150,228,242,147,1879,"wilderness_area_3","soil_type_32","0"
3052,54,17,552,193,1854,228,202,102,2907,"wilderness_area_3","soil_type_33","0"
2957,308,14,300,36,1687,180,230,190,524,"wilderness_area_3","soil_type_31","1"
3154,75,3,258,117,2259,223,234,147,1132,"wilderness_area_3","soil_type_32","0"
3167,232,14,124,22,2812,197,252,190,582,"wilderness_area_3","soil_type_24","0"
3317,98,31,466,280,3914,252,181,33,2520,"wilderness_area_3","soil_type_33","0"
3032,336,14,30,8,3048,188,220,171,2536,"wilderness_area_3","soil_type_24","0"
2947,4,24,153,88,987,181,186,136,3480,"wilderness_area_3","soil_type_24","0"
3257,32,12,300,6,774,217,214,130,2382,"wilderness_area_1","soil_type_22","0"
3253,37,12,300,2,750,219,213,127,2379,"wilderness_area_1","soil_type_22","0"
3086,272,18,713,49,2096,170,242,210,932,"wilderness_area_3","soil_type_32","1"
3118,10,26,258,40,2402,183,180,125,828,"wilderness_area_3","soil_type_33","0"
3208,100,11,390,-24,534,238,225,116,2403,"wilderness_area_1","soil_type_22","0"
2970,60,10,469,42,2002,228,219,123,912,"wilderness_area_3","soil_type_31","0"
2965,47,8,488,30,2028,223,223,135,942,"wilderness_area_3","soil_type_23","0"
2963,321,9,553,32,2033,196,231,175,1031,"wilderness_area_3","soil_type_23","0"
3105,22,20,150,11,2496,202,192,120,711,"wilderness_area_3","soil_type_23","0"
3263,182,15,335,43,3254,223,249,154,1026,"wilderness_area_3","soil_type_32","1"
3078,103,13,700,219,1989,242,222,108,2926,"wilderness_area_3","soil_type_31","0"
3046,35,11,553,187,1783,219,215,131,3031,"wilderness_area_3","soil_type_31","0"
3036,20,13,484,177,1666,210,211,136,3095,"wilderness_area_3","soil_type_31","0"
2991,18,18,277,132,1290,203,199,129,3327,"wilderness_area_3","soil_type_24","0"
3295,10,22,360,24,932,192,191,131,2461,"wilderness_area_1","soil_type_38","0"
3225,53,12,379,-22,636,227,214,119,2430,"wilderness_area_1","soil_type_22","0"
2934,242,27,218,124,1866,156,249,221,1074,"wilderness_area_3","soil_type_13","1"
3335,217,5,30,9,3270,215,244,166,1889,"wilderness_area_3","soil_type_32","0"
3020,38,16,384,161,1471,218,203,115,3240,"wilderness_area_3","soil_type_31","0"
2977,322,12,420,56,1615,190,228,178,488,"wilderness_area_3","soil_type_31","1"
3248,209,6,379,61,2970,216,246,166,841,"wilderness_area_3","soil_type_32","1"
3334,23,12,212,42,1195,212,214,136,2576,"wilderness_area_1","soil_type_38","0"
2985,40,7,466,64,1801,221,224,138,722,"wilderness_area_3","soil_type_31","1"
3261,121,23,390,224,3870,251,215,79,2661,"wilderness_area_3","soil_type_33","0"
3162,317,34,323,141,2801,112,187,204,2730,"wilderness_area_3","soil_type_33","0"
3018,21,16,365,159,1320,208,205,130,3397,"wilderness_area_3","soil_type_24","0"
3098,313,27,175,70,3013,139,209,205,2724,"wilderness_area_3","soil_type_24","0"
3182,117,11,765,175,2366,239,230,120,2886,"wilderness_area_3","soil_type_33","0"
3035,21,16,430,176,1443,208,204,129,3348,"wilderness_area_3","soil_type_31","0"
2991,36,26,218,132,446,208,174,88,2845,"wilderness_area_3","soil_type_24","1"
3171,292,7,421,134,2201,201,239,178,1022,"wilderness_area_3","soil_type_32","0"
3181,183,13,418,85,2244,223,248,155,966,"wilderness_area_3","soil_type_32","1"
3227,184,12,335,42,2952,222,248,157,949,"wilderness_area_3","soil_type_32","1"
3068,15,11,644,209,1765,211,218,143,3190,"wilderness_area_3","soil_type_31","0"
2907,41,18,30,5,1710,219,199,108,1348,"wilderness_area_3","soil_type_33","1"
3363,53,5,162,32,3423,223,229,142,2139,"wilderness_area_3","soil_type_38","0"
3227,314,16,417,206,2760,174,225,190,2831,"wilderness_area_3","soil_type_33","0"
3232,0,4,470,211,2701,213,232,156,2845,"wilderness_area_3","soil_type_31","0"
3049,357,20,351,190,832,184,200,150,3199,"wilderness_area_3","soil_type_24","1"
3333,54,13,499,52,1041,227,212,116,2639,"wilderness_area_1","soil_type_38","0"
2929,59,12,30,9,1687,229,214,116,1463,"wilderness_area_3","soil_type_31","0"
3153,146,14,376,59,2271,238,237,126,939,"wilderness_area_3","soil_type_32","1"
3195,103,9,674,174,2503,235,229,125,2932,"wilderness_area_3","soil_type_31","0"
3172,101,10,816,163,2358,236,227,121,2981,"wilderness_area_3","soil_type_33","0"
3274,86,17,573,23,830,242,210,93,2641,"wilderness_area_1","soil_type_22","0"
3203,92,7,469,63,592,231,229,131,2567,"wilderness_area_1","soil_type_22","0"
3000,341,9,600,79,1624,202,228,164,607,"wilderness_area_3","soil_type_23","1"
3315,104,10,537,18,976,238,227,119,2681,"wilderness_area_1","soil_type_22","0"
3103,138,7,277,-4,420,232,238,138,1851,"wilderness_area_1","soil_type_22","0"
3016,350,33,404,28,1738,143,165,147,1146,"wilderness_area_3","soil_type_32","1"
2951,248,21,382,137,1708,170,250,214,674,"wilderness_area_3","soil_type_31","1"
3377,174,24,300,148,3797,226,244,136,3053,"wilderness_area_3","soil_type_39","0"
3364,160,27,300,135,3861,236,233,109,3009,"wilderness_area_3","soil_type_33","0"
3236,343,7,446,207,2809,205,229,162,2912,"wilderness_area_3","soil_type_31","0"
3063,7,23,418,-5,1215,187,189,133,3530,"wilderness_area_3","soil_type_24","0"
3097,143,12,331,-10,443,237,237,129,1805,"wilderness_area_1","soil_type_22","0"
3031,35,22,319,47,1679,211,186,100,1239,"wilderness_area_3","soil_type_32","1"
2983,54,18,192,9,1630,228,198,97,1418,"wilderness_area_3","soil_type_32","0"
2934,44,14,0,0,1595,222,210,119,1396,"wilderness_area_3","soil_type_23","1"
2833,242,19,150,22,1595,180,252,206,892,"wilderness_area_3","soil_type_13","1"
3138,294,6,400,35,2268,202,239,176,934,"wilderness_area_3","soil_type_32","1"
3361,47,8,391,49,1211,223,223,134,2777,"wilderness_area_1","soil_type_38","0"
3214,68,9,474,74,716,229,223,126,2571,"wilderness_area_1","soil_type_22","0"
3034,339,26,426,27,1718,155,192,171,1065,"wilderness_area_3","soil_type_31","1"
3157,245,15,351,54,2301,188,250,199,918,"wilderness_area_3","soil_type_32","1"
3331,262,10,247,33,3570,195,245,189,2014,"wilderness_area_3","soil_type_32","0"
3137,45,14,685,21,2107,223,209,117,3208,"wilderness_area_3","soil_type_31","0"
3359,105,9,365,47,1209,236,229,123,2801,"wilderness_area_1","soil_type_38","0"
3346,114,16,379,37,1167,245,223,102,2792,"wilderness_area_1","soil_type_22","0"
3247,106,11,503,-1,850,239,227,117,2689,"wilderness_area_1","soil_type_22","0"
3179,137,8,283,39,648,232,237,137,2376,"wilderness_area_1","soil_type_22","0"
3006,78,24,170,24,1579,243,190,64,1396,"wilderness_area_3","soil_type_33","0"
3129,158,21,726,315,1771,237,238,121,604,"wilderness_area_3","soil_type_13","1"
3121,177,10,376,30,2166,225,246,153,870,"wilderness_area_3","soil_type_32","1"
3173,171,8,150,10,2769,226,244,151,1100,"wilderness_area_3","soil_type_32","1"
3239,280,5,85,19,3254,205,240,174,1465,"wilderness_area_3","soil_type_23","0"
